0;44;41
1;254;82
2;63;68
3;30;57
4;66;69
5;37;60
6;24;50
7;56;56
8;60;62
9;27;55
10;57;62
11;184;80
12;100;65
13;51;68
14;53;64
15;26;47
16;349;91
17;31;55
18;223;90
19;31;46
20;68;45
21;26;51
22;42;60
23;44;56
24;49;57
25;48;60
26;65;58
27;30;49
28;79;53
29;13;54
30;40;46
31;50;59
32;40;60
33;5;32
34;15;51
35;25;51
36;21;48
37;73;64
38;48;59
39;50;66
40;62;68
41;77;55
42;34;47
43;56;63
44;51;68
45;200;91
46;9;37
47;59;53
48;70;64
49;2;27
50;117;62
51;20;52
52;76;63
53;84;67
54;8;46
55;65;64
56;23;63
57;26;56
58;12;47
59;7;36
60;33;54
61;32;54
62;34;62
63;63;66
64;96;66
65;51;56
66;6;40
67;67;52
68;38;48
69;44;51
70;71;73
71;22;53
72;50;61
73;27;59
74;40;64
75;29;59
76;30;51
77;40;50
78;17;46
79;6;33
80;48;54
81;13;42
82;14;46
83;38;55
84;25;54
85;29;53
86;11;39
87;9;46
88;112;59
89;27;42
90;26;54
91;34;45
92;39;45
93;12;38
94;89;59
95;83;63
96;17;45
97;58;65
98;116;79
99;29;55
100;16;48
101;25;64
102;23;55
103;14;43
104;52;59
105;32;50
106;39;62
107;58;60
108;160;74
109;35;53
110;38;48
111;73;63
112;47;55
113;18;48
114;46;49
115;10;38
116;41;50
117;56;61
118;26;66
119;9;46
120;20;46
121;75;58
122;15;52
123;54;54
124;11;40
125;27;40
126;75;52
127;80;60
128;34;50
129;57;68
130;8;43
131;93;54
132;5;41
133;58;48
134;32;54
135;59;68
136;106;73
137;26;44
138;52;53
139;45;52
140;38;67
141;18;54
142;16;48
143;31;50
144;35;56
145;12;41
146;111;55
147;50;53
148;15;50
149;20;41
150;65;51
151;104;69
152;12;38
153;12;43
154;95;61
155;26;48
156;35;47
157;62;63
158;16;41
159;46;46
160;12;42
161;195;81
162;38;59
163;20;41
164;24;56
165;8;32
166;65;60
167;16;50
168;53;52
169;91;70
170;30;57
171;39;56
172;15;37
173;115;82
174;70;61
175;15;40
176;63;55
177;82;66
178;35;55
179;25;54
180;66;68
181;249;87
182;15;41
183;38;52
184;20;39
185;12;39
186;9;44
187;20;39
188;31;63
189;69;57
190;14;25
191;45;60
192;44;49
193;15;44
194;26;45
195;82;65
196;14;39
197;130;76
198;33;45
199;13;43
200;37;57
201;60;64
202;45;61
203;40;48
204;43;59
205;78;66
206;311;80
207;83;63
208;12;53
209;4;33
210;36;63
211;43;55
212;16;42
213;85;74
214;47;56
215;11;44
216;31;57
217;50;60
218;87;60
219;9;35
220;154;82
221;57;51
222;23;52
223;187;70
224;50;59
225;20;44
226;21;51
227;48;65
228;112;65
229;55;60
230;38;47
231;87;63
232;42;48
233;30;62
234;129;74
235;39;55
236;44;49
237;9;36
238;39;56
239;23;44
240;4;36
241;66;72
242;120;73
243;4;41
244;8;43
245;125;61
246;64;54
247;23;42
248;22;52
249;30;55
250;13;39
251;29;54
252;28;49
253;22;56
254;42;54
255;105;78
256;32;57
257;34;54
258;29;55
259;112;75
260;23;47
261;108;68
262;30;48
263;19;47
264;213;73
265;69;63
266;46;46
267;53;57
268;12;49
269;21;46
270;18;48
271;64;60
272;50;52
273;21;42
274;352;84
275;37;56
276;147;60
277;43;63
278;69;60
279;97;67
280;20;45
281;43;54
282;106;68
283;13;45
284;120;68
285;149;73
286;81;62
287;18;37
288;104;73
289;59;64
290;72;75
291;35;55
292;15;42
293;32;52
294;70;67
295;21;57
296;30;53
297;7;35
298;71;65
299;31;50
300;183;90
301;152;58
302;49;56
303;77;56
304;30;57
305;100;68
306;15;41
307;73;59
308;7;39
309;79;59
310;22;57
311;10;44
312;195;82
313;25;51
314;12;52
315;9;38
316;19;56
317;74;62
318;31;59
319;28;53
320;188;74
321;150;66
322;137;78
323;21;52
324;24;50
325;26;46
326;7;31
327;4;33
328;17;41
329;92;62
330;217;83
331;60;57
332;53;52
333;8;40
334;165;65
335;74;71
336;24;42
337;38;56
338;28;48
339;21;51
340;87;70
341;78;74
