198;1;37
199;2;35
200;1;51
201;2;58
202;1;47
203;1;41
204;1;48
205;1;61
206;2;73
207;2;46
208;2;46
209;1;27
210;1;54
211;1;47
212;2;28
213;1;69
214;2;47
215;3;36
216;5;49
217;2;54
218;2;57
219;20;28
220;3;66
221;1;47
222;2;41
223;2;61
224;1;49
225;3;42
226;3;46
227;2;61
228;2;57
229;3;51
230;2;45
231;2;57
232;2;45
233;1;55
234;2;53
235;2;47
236;1;40
237;1;35
238;2;49
239;2;40
240;1;33
241;3;65
242;2;70
243;1;32
244;1;34
245;2;55
246;1;51
247;2;39
248;1;44
249;1;53
250;3;35
251;3;42
252;2;42
253;1;55
254;2;44
255;1;68
256;1;51
257;1;49
258;3;50
259;1;67
260;2;40
261;1;60
262;2;45
263;2;41
264;1;65
265;2;54
266;1;41
267;3;52
268;1;43
269;1;41
270;1;43
271;1;52
272;2;47
273;1;29
274;2;71
275;2;49
276;3;51
277;1;57
278;2;54
279;2;59
280;2;36
281;1;51
282;2;58
283;2;41
284;1;63
285;2;62
286;1;58
287;2;33
288;1;68
289;1;57
290;2;67
291;2;41
292;2;35
293;3;44
294;2;61
295;2;47
296;1;45
297;1;30
298;1;58
299;1;40
300;1;79
301;1;48
302;3;53
303;1;43
304;1;50
305;2;60
306;2;33
307;1;57
308;1;28
309;1;50
310;2;48
311;2;38
312;2;61
313;1;47
314;2;47
315;2;35
316;1;51
317;2;47
318;1;49
319;3;35
320;1;67
321;1;63
322;1;64
323;1;47
324;2;46
325;1;41
326;2;26
327;1;27
328;3;36
329;2;54
330;2;75
331;1;45
332;2;48
333;2;36
334;1;59
335;2;67
336;1;38
337;2;45
338;3;40
339;2;45
340;1;62
341;1;63
342;1;67
343;3;45
344;1;35
345;1;79
346;1;51
347;2;57
348;1;51
349;1;59
350;2;70
351;1;58
352;2;49
353;1;38
354;2;43
355;1;21
356;1;48
357;2;45
358;2;44
359;4;57
360;3;51
361;1;60
362;1;41
363;0;53
364;0;75
365;3;63
366;2;62
367;1;43
368;1;43
369;1;50
370;2;61
371;3;60
372;2;59
373;1;44
374;1;49
375;2;40
376;1;40
377;1;38
378;1;51
379;2;66
380;1;33
381;2;40
382;1;53
383;2;52
384;1;57
385;2;57
386;1;52
387;2;36
388;1;48
389;1;43
390;2;51
391;2;72
392;2;58
393;2;50
394;1;73
395;2;33
396;2;52
397;1;57
398;2;52
399;1;50
400;2;45
401;3;47
402;1;63
403;2;62
404;1;44
405;2;33
406;1;32
407;2;75
408;1;66
409;3;51
410;2;61
411;3;58
412;2;40
413;2;52
414;2;49
415;2;33
416;2;40
417;2;60
418;3;56
419;1;35
420;2;55
421;2;49
422;2;47
423;2;75
424;1;88
425;2;49
426;1;48
427;2;62
428;2;39
429;1;50
430;2;29
431;1;54
432;1;32
433;1;67
434;1;44
435;1;75
436;2;52
437;2;48
438;2;35
439;1;38
440;1;33
441;1;51
442;1;40
443;1;51
444;3;44
445;2;39
446;2;53
447;3;52
448;2;42
449;1;47
450;2;41
451;1;39
452;1;65
453;1;33
454;3;33
455;2;40
456;2;48
457;1;41
458;2;47
459;1;56
460;2;30
461;1;45
462;2;49
463;2;40
464;2;42
465;1;44
466;1;59
467;2;43
468;2;57
469;1;55
470;1;91
471;2;80
472;3;45
473;2;35
474;2;51
475;2;53
476;2;49
477;1;49
478;1;52
479;2;57
480;2;31
481;4;50
482;2;37
483;2;44
484;1;62
485;1;52
486;1;37
487;1;47
488;2;44
489;3;42
490;1;64
491;1;36
492;2;41
493;2;60
494;2;47
495;2;38
496;3;57
497;4;37
498;2;48
499;2;39
500;2;46
501;2;61
502;3;37
503;3;46
504;2;59
505;2;42
506;1;42
507;2;44
508;2;46
509;1;61
510;2;53
511;2;35
512;1;55
513;1;45
514;2;51
515;1;54
516;3;54
517;1;49
518;1;52
519;1;51
520;2;51
521;2;56
522;1;36
523;2;38
524;1;30
525;2;55
526;1;54
527;1;41
528;1;24
529;3;48
530;2;52
531;1;66
532;2;31
533;2;41
534;1;55
535;2;38
536;1;59
537;2;81
538;2;57
539;2;50
540;2;51
541;2;31
542;1;38
543;2;29
544;1;39
545;2;34
546;1;39
547;2;48
548;3;46
549;2;54
550;2;39
551;1;39
552;2;38
553;2;44
554;2;46
555;1;40
556;2;76
557;3;60
558;2;43
559;1;40
560;2;78
561;1;43
562;2;44
563;1;56
564;1;44
565;2;41
566;2;39
567;2;28
568;2;47
569;1;47
570;1;47
571;1;57
572;1;39
573;1;75
574;1;51
575;1;51
576;2;39
577;4;39
578;1;34
579;2;66
580;1;66
581;2;36
582;2;59
583;1;53
584;2;52
585;2;49
586;2;38
587;1;44
588;3;65
589;2;39
590;1;44
591;2;53
592;2;38
593;1;48
594;3;65
595;2;47
596;1;43
597;1;25
598;1;34
599;1;50
600;1;65
601;1;65
602;1;46
603;1;28
604;2;46
605;2;59
606;2;60
607;1;58
608;1;41
609;2;51
610;1;27
611;2;27
612;2;62
613;2;59
614;2;45
615;1;67
616;1;48
617;2;50
618;2;55
619;1;41
620;2;44
621;1;57
622;2;78
623;2;68
624;2;54
625;1;37
626;1;43
627;2;57
628;1;56
629;2;51
630;1;42
631;1;57
632;3;49
633;1;55
634;2;57
635;1;37
636;2;45
637;1;47
638;2;50
639;1;59
640;1;42
641;1;58
642;3;39
643;2;33
644;1;50
645;1;40
646;1;43
647;1;47
648;1;45
649;2;47
650;1;33
651;2;42
652;2;50
653;2;56
654;1;67
655;2;38
656;1;57
657;1;53
658;1;57
659;1;35
660;2;47
661;1;62
662;2;40
663;2;46
664;1;33
665;3;42
666;1;46
667;1;30
668;1;55
669;1;38
670;2;50
671;1;39
672;2;36
673;2;28
674;2;50
675;1;54
676;1;78
677;2;50
678;1;37
679;2;44
680;1;55
681;2;40
682;2;59
683;2;56
684;2;54
685;1;74
686;1;46
687;2;43
688;1;31
689;2;56
690;1;37
691;1;43
692;2;36
693;2;63
694;1;31
695;2;32
696;1;32
697;1;48
698;2;59
699;1;38
700;2;55
701;1;29
702;2;61
703;2;34
704;1;56
705;2;44
706;1;52
707;1;71
708;2;50
709;1;50
710;2;46
711;1;41
712;2;45
713;2;35
714;1;48
715;1;54
716;2;52
717;2;37
718;2;59
719;1;44
720;2;38
721;2;45
722;2;50
723;2;45
724;1;54
725;2;37
726;1;45
727;2;48
728;1;52
729;1;57
730;1;38
731;1;51
732;3;48
733;2;49
734;2;38
735;2;40
736;3;44
737;3;43
738;3;73
739;2;61
740;2;47
741;2;41
742;2;43
743;2;48
744;1;53
745;2;59
746;3;50
747;2;34
748;1;48
749;2;59
750;1;49
751;1;51
752;2;46
753;1;58
754;2;51
755;1;44
756;2;24
757;2;71
758;2;46
759;1;40
760;1;20
761;1;45
762;1;54
763;2;45
764;1;78
765;2;35
766;1;56
767;2;36
768;2;33
769;1;53
770;2;42
771;1;57
772;1;30
773;1;60
774;1;72
775;2;46
776;1;41
777;1;69
778;2;59
779;1;45
780;1;62
781;1;45
782;1;55
783;1;44
784;3;41
785;2;52
786;3;56
787;2;47
788;1;62
789;1;24
790;1;50
791;1;41
792;3;46
793;2;59
794;2;59
795;1;40
796;3;48
797;1;45
798;2;56
799;1;34
800;1;44
801;1;64
802;1;46
803;1;46
804;1;71
805;2;38
806;3;55
807;1;59
808;2;46
809;1;69
810;1;49
811;1;59
812;1;54
813;2;36
814;2;58
815;2;30
816;1;36
817;1;40
818;1;66
819;2;39
820;1;50
821;2;65
822;1;69
823;2;56
824;2;47
825;1;46
826;1;42
827;2;45
828;1;40
829;1;51
830;1;46
831;2;57
832;1;72
833;1;32
834;2;53
835;2;50
836;1;52
837;1;64
838;1;49
839;1;51
840;2;56
841;1;45
842;2;32
843;1;53
844;2;46
845;2;33
846;2;51
847;1;39
848;2;45
849;1;64
850;1;60
851;1;51
852;2;65
853;1;31
854;2;59
855;1;51
856;2;48
857;2;67
858;2;30
859;1;46
860;2;55
861;1;34
862;2;63
863;1;32
864;2;39
865;1;63
866;2;23
867;2;30
868;1;37
869;2;34
870;1;44
871;2;66
872;1;61
873;2;61
874;1;33
875;1;56
876;2;58
877;2;55
878;1;63
879;2;34
880;1;44
881;2;65
882;1;34
883;2;64
884;1;76
885;1;49
886;2;39
887;1;51
888;3;58
889;1;38
890;2;35
891;1;57
892;2;51
893;1;53
894;1;29
895;1;52
896;1;51
897;2;47
898;2;39
899;2;65
900;1;46
901;2;39
902;1;40
903;2;53
904;1;39
905;1;53
906;1;53
907;1;44
908;2;47
909;2;45
910;1;52
911;1;57
912;1;55
913;1;46
914;2;56
915;1;50
916;1;36
917;1;40
918;2;40
919;2;56
920;1;56
921;2;67
922;2;33
923;1;35
924;1;73
925;2;33
926;1;36
927;3;46
928;2;47
929;2;39
930;2;38
931;2;26
932;1;35
933;2;45
934;1;58
935;2;50
936;2;55
937;1;53
938;1;39
939;2;66
940;3;29
941;2;36
942;2;58
943;2;41
944;2;58
945;3;37
946;2;43
947;1;40
948;2;45
949;2;49
950;1;33
951;2;42
952;1;43
953;1;32
954;1;33
955;1;52
956;2;68
957;2;31
958;1;56
959;2;38
960;1;55
961;2;68
962;1;50
963;2;68
964;1;44
965;2;59
966;1;49
967;2;50
968;2;69
969;2;35
970;2;37
971;1;35
972;2;50
973;1;51
974;2;55
975;1;55
976;2;44
977;1;67
978;2;47
979;1;53
980;2;42
981;1;59
982;2;37
983;1;43
984;2;60
985;2;27
986;2;33
987;2;49
988;1;63
989;1;48
990;1;43
991;1;57
992;1;68
993;2;38
994;1;39
995;3;43
996;1;31
997;2;40
998;2;53
999;2;55
